Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,GEO_Accession (exp),lab,create_date,version,AGE,sex,sample_type,donor_id,tissue,dev_stage,health_state,source_name,source,biomaterial_provider,cell_organism,datatype_description,datatype,lab_description,Library Name,strain_description,age_description,cell_sex,labversion,strain,cell_description,cell,replicate,labexpid,antibody,control_description,control,controlid,antibody_antibodydescription,antibody_targetdescription,antibody_vendorid,antibody_vendorname,Description,softwareversion,Donor,note,instrument_model (run),biomaterial_type,cell_type,cell_line,treatment_description,treatment,tissue_type,antibody_description,Line,replicate_description,read_name_barcode_proc_directive (run),collection_date,ENCODE_accession,geo_loc_name_country,geo_loc_name_country_continent,geographic_location,treatments,labversion_description,AssemblyName,model_organism_mating_status,softwareversion_description
SRR14306068,ATAC-seq,100,3581578443,PRJNA63471,SAMN05202072,1755327262,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661512,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS254TSW,SRP013703,GSM5259190,"Len Pennacchio, LBNL",2021-04-28T01:36:00Z,1,12.5 day,pooled male and female,tissue,ENCDO956IXV,neural tube,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306069,ATAC-seq,100,4008676183,PRJNA63471,SAMN05202071,1859637575,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661513,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS405OOH,SRP013703,GSM5259191,"Len Pennacchio, LBNL",2021-04-28T10:49:00Z,1,12.5 day,pooled male and female,tissue,ENCDO956IXV,neural tube,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306116,ATAC-seq,100,3203232109,PRJNA63471,SAMN04284105,1360444967,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661546,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS557AAA,SRP013703,GSM5259232,"Len Pennacchio, LBNL",2021-04-27T22:09:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,heart,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306140,ATAC-seq,48,8836326576,PRJNA63471,SAMN18814564,3148082201,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661560,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS301PDO,SRP013703,GSM5259251,"Ross Hardison, PennState",2021-04-28T06:23:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hematopoietic stem cell,,,,,,,,,,,,,,,,,,
SRR14306145,ATAC-seq,100,4376922550,PRJNA63471,SAMN04284151,1929619059,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661565,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS811RMD,SRP013703,GSM5259258,"Len Pennacchio, LBNL",2021-04-28T10:44:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,forebrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306146,ATAC-seq,100,5425716920,PRJNA63471,SAMN04284158,2382611500,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661566,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS841GER,SRP013703,GSM5259259,"Len Pennacchio, LBNL",2021-04-27T23:33:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,forebrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306149,ATAC-seq,100,2837775226,PRJNA63471,SAMN05202040,1272838261,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661569,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS023AAA,SRP013703,GSM5259262,"Len Pennacchio, LBNL",2021-04-28T06:30:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,limb,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306150,ATAC-seq,100,3360130184,PRJNA63471,SAMN05202039,1489456059,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661570,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS011AAA,SRP013703,GSM5259263,"Len Pennacchio, LBNL",2021-04-28T10:40:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,limb,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305033,ATAC-seq,48,3159799488,PRJNA63471,SAMN18814565,1132714155,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660673,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS360KWM,SRP013703,GSM5258337,"Ross Hardison, PennState",2021-04-28T01:10:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granulocyte monocyte progenitor cell,,,,,,,,,,,,,,,,,,
SRR14305047,ATAC-seq,100,2660453412,PRJNA63471,SAMN04284180,1190905303,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660683,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS915SZN,SRP013703,GSM5258347,"Len Pennacchio, LBNL",2021-04-28T05:43:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,stomach,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305048,ATAC-seq,100,2942501136,PRJNA63471,SAMN04284060,1317124864,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660684,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS355TAQ,SRP013703,GSM5258348,"Len Pennacchio, LBNL",2021-04-27T23:22:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,stomach,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305066,ATAC-seq,99,3684159833,PRJNA63471,SAMN18814548,1570896002,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660693,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS034AAA,SRP013703,GSM5258357,"Len Pennacchio, LBNL",2021-04-27T16:57:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,kidney,embryonic,healthy,,Len Pennacchio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305069,ATAC-seq,100,3898578026,PRJNA63471,SAMN04284098,1738682796,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660696,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS543BPM,SRP013703,GSM5258360,"Len Pennacchio, LBNL",2021-04-27T14:38:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,embryonic facial prominence,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305087,ATAC-seq,48,4991839392,PRJNA63471,SAMN18814574,3348917842,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660711,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS896DRT,SRP013703,GSM5258383,"Ross Hardison, PennState",2021-04-28T08:26:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,megakaryocyte,,,,,,,,,,,,,,,,,,
SRR14305194,ATAC-seq,100,3340796896,PRJNA63471,SAMN18814543,1461507765,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660805,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS007AAA,SRP013703,GSM5258534,"Len Pennacchio, LBNL",2021-04-28T09:19:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,liver,embryonic,healthy,,Len Pennacchio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305242,ATAC-seq,48,5118577056,PRJNA63471,SAMN18814562,3323342696,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660843,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS252MYN,SRP013703,GSM5258608,"Ross Hardison, PennState",2021-04-28T05:12:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,megakaryocyte-erythroid progenitor cell,,,,,,,,,,,,,,,,,,
SRR14305243,ATAC-seq,48,945178320,PRJNA63471,SAMN18814562,338505646,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660843,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS252MYN,SRP013703,GSM5258608,"Ross Hardison, PennState",2021-04-27T23:15:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,megakaryocyte-erythroid progenitor cell,,,,,,,,,,,,,,,,,,
SRR14305244,ATAC-seq,48,5133845376,PRJNA63471,SAMN18814575,3302725076,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660844,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS946UTD,SRP013703,GSM5258609,"Ross Hardison, PennState",2021-04-27T15:11:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,megakaryocyte-erythroid progenitor cell,,,,,,,,,,,,,,,,,,
SRR14305245,ATAC-seq,48,4587796368,PRJNA63471,SAMN18814563,3278045716,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660845,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS258FLT,SRP013703,GSM5258610,"Ross Hardison, PennState",2021-04-27T16:11:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erythroblast,,,,,,,,,,,,,,,,,,
SRR14305246,ATAC-seq,48,3175865856,PRJNA63471,SAMN18814569,2254805961,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660846,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS739XQL,SRP013703,GSM5258611,"Ross Hardison, PennState",2021-04-28T09:50:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erythroblast,,,,,,,,,,,,,,,,,,
SRR14305247,ATAC-seq,48,2113417824,PRJNA63471,SAMN18814569,769328408,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660846,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS739XQL,SRP013703,GSM5258611,"Ross Hardison, PennState",2021-04-27T15:00:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erythroblast,,,,,,,,,,,,,,,,,,
SRR14305249,ATAC-seq,100,3030614202,PRJNA63471,SAMN05202066,1358402693,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660848,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS731DGJ,SRP013703,GSM5258612,"Len Pennacchio, LBNL",2021-04-28T02:56:00Z,1,12.5 day,pooled male and female,tissue,ENCDO956IXV,limb,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305250,ATAC-seq,100,2429240414,PRJNA63471,SAMN05202065,1082435230,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660849,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS313XRY,SRP013703,GSM5258613,"Len Pennacchio, LBNL",2021-04-28T04:22:00Z,1,12.5 day,pooled male and female,tissue,ENCDO956IXV,limb,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305262,ATAC-seq,100,1562373344,PRJNA63471,SAMN04284152,669183851,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660856,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS814PLT,SRP013703,GSM5258620,"Len Pennacchio, LBNL",2021-04-28T04:13:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,heart,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305263,ATAC-seq,100,1982115676,PRJNA63471,SAMN04284091,847584392,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660857,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS490ZWZ,SRP013703,GSM5258621,"Len Pennacchio, LBNL",2021-04-28T00:59:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,heart,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305264,ATAC-seq,100,2596598949,PRJNA63471,SAMN05202027,1111990736,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660858,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS563AAA,SRP013703,GSM5258622,"Len Pennacchio, LBNL",2021-04-28T07:36:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,heart,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305265,ATAC-seq,100,3206778935,PRJNA63471,SAMN05202028,1374344832,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660859,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS566AAA,SRP013703,GSM5258623,"Len Pennacchio, LBNL",2021-04-28T07:32:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,heart,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305271,ATAC-seq,50,901670300,PRJNA63471,SAMN18814589,572680166,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660862,Illumina HiSeq 2500,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS586FVL,SRP013703,GSM5258626,"Barbara Wold, Caltech",2021-04-28T05:25:00Z,1,,not collected,tissue,ENCDO956IXV,cerebellum,adult,,,Barbara Wold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305272,ATAC-seq,50,902646950,PRJNA63471,SAMN18814589,575697727,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660862,Illumina HiSeq 2500,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS586FVL,SRP013703,GSM5258626,"Barbara Wold, Caltech",2021-04-27T23:15:00Z,1,,not collected,tissue,ENCDO956IXV,cerebellum,adult,,,Barbara Wold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305273,ATAC-seq,100,1746243100,PRJNA63471,SAMN18814589,1135145035,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660862,Illumina HiSeq 2500,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS586FVL,SRP013703,GSM5258626,"Barbara Wold, Caltech",2021-04-28T06:49:00Z,1,,not collected,tissue,ENCDO956IXV,cerebellum,adult,,,Barbara Wold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305274,ATAC-seq,100,1743406400,PRJNA63471,SAMN18814589,1129639303,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660862,Illumina HiSeq 2500,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS586FVL,SRP013703,GSM5258626,"Barbara Wold, Caltech",2021-04-28T04:19:00Z,1,,not collected,tissue,ENCDO956IXV,cerebellum,adult,,,Barbara Wold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305323,ATAC-seq,100,4771333551,PRJNA63471,SAMN04283981,2092459534,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660900,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS038AAA,SRP013703,GSM5258664,"Len Pennacchio, LBNL",2021-04-27T16:06:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,forebrain,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305324,ATAC-seq,100,4162465060,PRJNA63471,SAMN04284102,1788675340,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660901,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS554AAA,SRP013703,GSM5258665,"Len Pennacchio, LBNL",2021-04-28T05:53:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,forebrain,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305341,ATAC-seq,100,4967316054,PRJNA63471,SAMN05202031,2142150886,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660917,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS044AAA,SRP013703,GSM5258681,"Len Pennacchio, LBNL",2021-04-28T03:53:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,intestine,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305342,ATAC-seq,100,4475131007,PRJNA63471,SAMN05202034,1927381738,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660918,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS560AAA,SRP013703,GSM5258682,"Len Pennacchio, LBNL",2021-04-28T04:50:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,intestine,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305347,ATAC-seq,100,4102746367,PRJNA63471,SAMN04283983,1796589313,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660923,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS040AAA,SRP013703,GSM5258687,"Len Pennacchio, LBNL",2021-04-28T09:21:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,hindbrain,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305363,ATAC-seq,100,3772678300,PRJNA63471,SAMN18814552,2283245936,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660939,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS435MTJ,SRP013703,GSM5259243,"Christina Leslie, MSKCC",2021-04-28T10:43:00Z,1,4 month,male,primary cell,ENCDO820VCL,,adult,,,Christina Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regulatory T cell,,,,,,,,,,,,,,,,,,
SRR14305374,ATAC-seq,48,3655383360,PRJNA63471,SAMN18814561,2671684429,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660947,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS221ZGT,SRP013703,GSM5259013,"Ross Hardison, PennState",2021-04-27T20:40:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common myeloid progenitor,,,,,,,,,,,,,,,,,,
SRR14305375,ATAC-seq,48,3211279680,PRJNA63471,SAMN18814561,1146703134,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660947,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS221ZGT,SRP013703,GSM5259013,"Ross Hardison, PennState",2021-04-27T22:12:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common myeloid progenitor,,,,,,,,,,,,,,,,,,
SRR14305376,ATAC-seq,48,3337247136,PRJNA63471,SAMN18814566,2431733645,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660948,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS368RVN,SRP013703,GSM5259014,"Ross Hardison, PennState",2021-04-28T07:13:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common myeloid progenitor,,,,,,,,,,,,,,,,,,
SRR14305430,ATAC-seq,100,4054400759,PRJNA63471,SAMN04284103,1746957161,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660992,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS555AAA,SRP013703,GSM5259183,"Len Pennacchio, LBNL",2021-04-28T03:02:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,midbrain,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305431,ATAC-seq,100,5936035547,PRJNA63471,SAMN04283982,2663062993,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660993,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS039AAA,SRP013703,GSM5259184,"Len Pennacchio, LBNL",2021-04-28T06:02:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,midbrain,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
