Run	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	cell_type	Center.Name	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	Experiment	GEO_Accession..exp.	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample.Name	source_name	SRA.Study	strain	create_date	version	label	genotype
SRR5799502	ATAC-seq	75	970218300	PRJNA392905	SAMN07312109	384203666	Dendritic Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978969	GSM2692290	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692290	Spleen	SRP110978	C57BL/6	2017-07-03T11:32:00Z	1	DC.4pl.Sp_1	
SRR5799503	ATAC-seq	75	767318625	PRJNA392905	SAMN07312108	295333836	Dendritic Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978970	GSM2692291	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692291	Spleen	SRP110978	C57BL/6	2017-07-03T11:31:00Z	1	DC.pDC.Sp_1	
SRR5799504	ATAC-seq	75	1005681450	PRJNA392905	SAMN07312107	394480043	Dendritic Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978971	GSM2692292	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692292	Spleen	SRP110978	C57BL/6	2017-07-03T11:31:00Z	1	DC.4pl.Sp_2	
SRR5799505	ATAC-seq	75	839816175	PRJNA392905	SAMN07312106	331584383	Microglia	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978972	GSM2692293	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692293	brain	SRP110978	C57BL/6	2017-07-03T11:35:00Z	1	MF.microglia.CNS_1	
SRR5799506	ATAC-seq	75	966326100	PRJNA392905	SAMN07312002	368654571	Stromal Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978973	GSM2692294	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692294	Skin draining lymph node	SRP110978	C57BL/6	2017-07-03T11:32:00Z	1	FRC.CD140apl.Madcammi.CD35mi.SLN_1	
SRR5799507	ATAC-seq	75	982873500	PRJNA392905	SAMN07312001	372390200	Stromal Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978974	GSM2692295	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692295	Skin draining lymph node	SRP110978	C57BL/6	2017-07-03T11:32:00Z	1	LEC.SLN_1	
SRR5799508	ATAC-seq	75	1296648450	PRJNA392905	SAMN07312000	483643520	Stromal Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978975	GSM2692296	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692296	Skin draining lymph node	SRP110978	C57BL/6	2017-07-03T11:39:00Z	1	LEC.SLN_2	
SRR5799509	ATAC-seq	75	922886925	PRJNA392905	SAMN07311999	360239868	Stromal Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978976	GSM2692297	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692297	Skin draining lymph node	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	BEC.SLN_1	
SRR5799510	ATAC-seq	75	933202425	PRJNA392905	SAMN07311998	358736493	Stromal Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978977	GSM2692298	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692298	Skin draining lymph node	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	IAP.SLN_1	
SRR5799511	ATAC-seq	75	830817900	PRJNA392905	SAMN07311997	331642798	Stromal Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978978	GSM2692299	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692299	Skin draining lymph node	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	IAP.SLN_2	
SRR5799512	ATAC-seq	75	763470150	PRJNA392905	SAMN07311996	305277898	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978979	GSM2692300	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692300	Spleen	SRP110978	C57BL/6	2017-07-03T11:29:00Z	1	B.T1.Sp_2	
SRR5799513	ATAC-seq	75	840388125	PRJNA392905	SAMN07311995	331997465	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978980	GSM2692301	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692301	Spleen	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	B.Fo.Sp_2	
SRR5799514	ATAC-seq	75	904278525	PRJNA392905	SAMN07311994	352113304	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978981	GSM2692302	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692302	Spleen	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	B.T2.Sp_2	
SRR5799515	ATAC-seq	75	1011012000	PRJNA392905	SAMN07311993	388513661	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978982	GSM2692303	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692303	Spleen	SRP110978	C57BL/6	2017-07-03T11:32:00Z	1	B.MZ.Sp_2	
SRR5799516	ATAC-seq	75	933009675	PRJNA392905	SAMN07311992	356980449	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978983	GSM2692304	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692304	Spleen	SRP110978	C57BL/6	2017-07-03T11:32:00Z	1	B.T3.Sp_2	
SRR5799517	ATAC-seq	75	851857500	PRJNA392905	SAMN07311991	328290130	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978984	GSM2692305	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692305	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:31:00Z	1	B1b.PC_2	
SRR5799518	ATAC-seq	75	807346650	PRJNA392905	SAMN07311990	321660038	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978985	GSM2692306	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692306	Lung	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	MF.Alv.Lu_1	
SRR5799519	ATAC-seq	75	789052500	PRJNA392905	SAMN07311989	315974490	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978986	GSM2692307	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692307	Lung	SRP110978	C57BL/6	2017-07-03T11:31:00Z	1	MF.Alv.Lu_2	
SRR5799520	ATAC-seq	75	861842250	PRJNA392905	SAMN07311988	342542693	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978987	GSM2692308	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692308	Lung	SRP110978	C57BL/6	2017-07-03T11:35:00Z	1	MF.pIC.Alv.Lu_1	
SRR5799521	ATAC-seq	75	826144350	PRJNA392905	SAMN07311987	323823037	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978988	GSM2692309	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692309	Lung	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	MF.pIC.Alv.Lu_2	
SRR5799522	ATAC-seq	75	833856900	PRJNA392905	SAMN07311986	334235986	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978989	GSM2692310	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692310	Small intestine lamina propria	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	MF.LP.SI_1	
SRR5799523	ATAC-seq	75	711400350	PRJNA392905	SAMN07311985	287716693	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978990	GSM2692311	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692311	Small intestine lamina propria	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	MF.LP.SI_2	
SRR5799524	ATAC-seq	75	823796250	PRJNA392905	SAMN07311984	324884520	Dendritic Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978991	GSM2692312	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692312	Small intestine	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	DC.103pl11bmi.SI_1	
SRR5799525	ATAC-seq	75	816043125	PRJNA392905	SAMN07311983	324625087	Dendritic Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978992	GSM2692313	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692313	Small intestine	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	DC.103pl11bmi.SI_2	
SRR5799526	ATAC-seq	75	753466200	PRJNA392905	SAMN07311982	303392631	Dendritic Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978993	GSM2692314	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692314	Small intestine	SRP110978	C57BL/6	2017-07-03T11:31:00Z	1	DC.103pl11bpl.SI_1	
SRR5799527	ATAC-seq	75	760215225	PRJNA392905	SAMN07311981	306786870	Dendritic Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978994	GSM2692315	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692315	Small intestine	SRP110978	C57BL/6	2017-07-03T11:32:00Z	1	DC.103pl11bpl.SI_2	
SRR5799528	ATAC-seq	75	842598975	PRJNA392905	SAMN07311980	334449113	Stem Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978995	GSM2692316	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692316	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	MPP3.48pl.BM_1	
SRR5799529	ATAC-seq	75	808840425	PRJNA392905	SAMN07311979	324591638	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978996	GSM2692317	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692317	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	MF.PC_2	
SRR5799530	ATAC-seq	75	900134625	PRJNA392905	SAMN07311978	356323255	Stem Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978997	GSM2692318	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692318	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	MPP4.135pl.BM_1	
SRR5799531	ATAC-seq	75	918399750	PRJNA392905	SAMN07311977	357176004	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978998	GSM2692319	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692319	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:32:00Z	1	MF.Fem.PC_1	
SRR5799532	ATAC-seq	75	913442250	PRJNA392905	SAMN07311976	360833192	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978999	GSM2692320	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692320	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	MF.PC_1	
SRR5799533	ATAC-seq	75	884182800	PRJNA392905	SAMN07311975	344618990	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979000	GSM2692321	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692321	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:43:00Z	1	proB.CLP.BM_1	
SRR5799534	ATAC-seq	75	754515975	PRJNA392905	SAMN07311974	300875712	CD4 Naive T Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979001	GSM2692322	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692322	Spleen	SRP110978	C57BL/6	2017-07-03T11:36:00Z	1	T.4.Nve.Fem.Sp_1	
SRR5799535	ATAC-seq	75	703656600	PRJNA392905	SAMN07311973	279569086	CD4 Naive T Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979002	GSM2692323	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692323	Spleen	SRP110978	C57BL/6	2017-07-03T11:35:00Z	1	T.4.Nve.Fem.Sp_2	
SRR5799536	ATAC-seq	75	809064150	PRJNA392905	SAMN07311954	321444654	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979003	GSM2692324	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692324	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:32:00Z	1	MF.Fem.PC_2	
SRR5799537	ATAC-seq	75	1072070100	PRJNA392905	SAMN07312029	417046713	Stem Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979004	GSM2692325	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692325	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	LTHSC.34pl.BM_1	
SRR5799538	ATAC-seq	75	835799400	PRJNA392905	SAMN07312028	337480871	Stem Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979005	GSM2692326	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692326	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:33:00Z	1	LTHSC.34mi.BM_1	
SRR5799539	ATAC-seq	75	831387975	PRJNA392905	SAMN07312027	337906215	Stem Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979006	GSM2692327	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692327	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:37:00Z	1	STHSC.150mi.BM_1	
SRR5799540	ATAC-seq	75	944091675	PRJNA392905	SAMN07312022	373119690	Microglia	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979007	GSM2692328	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692328	brain	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	MF.microglia.CNS_2	
SRR5799541	ATAC-seq	75	821555850	PRJNA392905	SAMN07312021	329020897	Monocyte	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979008	GSM2692329	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692329	Blood	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	Mo.6CplIImi.Bl_3	
SRR5799542	ATAC-seq	75	843329625	PRJNA392905	SAMN07312020	333211765	Monocyte	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979009	GSM2692330	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692330	Blood	SRP110978	C57BL/6	2017-07-03T11:35:00Z	1	Mo.6CplIImi.Bl_3	
SRR5799543	ATAC-seq	75	727713375	PRJNA392905	SAMN07312026	291669713	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979010	GSM2692331	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692331	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	MF.ICAMpl480hi.PC_3	
SRR5799544	ATAC-seq	75	754730250	PRJNA392905	SAMN07312025	299118115	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979011	GSM2692332	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692332	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:33:00Z	1	MF.ICAMpl480hi.PC_4	
SRR5799545	ATAC-seq	75	1215490800	PRJNA392905	SAMN07312024	400044456	Double Negative Thymocytes	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979012	GSM2692333	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692333	Thymus	SRP110978	C57BL/6	2017-07-03T11:47:00Z	1	preT.DN3.Th_2	
SRR5799546	ATAC-seq	75	1928137350	PRJNA392905	SAMN07312023	630661819	DP Thymocytes	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979013	GSM2692334	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692334	Thymus	SRP110978	C57BL/6	2017-07-03T11:47:00Z	1	T.DP.Th_1	
SRR5799547	ATAC-seq	75	1652913000	PRJNA392905	SAMN07312019	573614476	DP Thymocytes	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979014	GSM2692335	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692335	Thymus	SRP110978	C57BL/6	2017-07-03T11:44:00Z	1	T.DP.Th_2	
SRR5799548	ATAC-seq	75	1839257775	PRJNA392905	SAMN07312018	613645157	Neutrophil	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979015	GSM2692336	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692336	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:42:00Z	1	GN.Thio.PC_2	
SRR5799549	ATAC-seq	75	1681261275	PRJNA392905	SAMN07312017	560885951	Neutrophil	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979016	GSM2692337	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692337	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:40:00Z	1	GN.Thio.PC_3	
SRR5799550	ATAC-seq	75	2500258275	PRJNA392905	SAMN07312016	814266568	Stromal Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979017	GSM2692338	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692338	Skin draining lymph node	SRP110978	C57BL/6	2017-07-03T11:44:00Z	1	FRC.CD140apl.Madcammi.CD35mi.SLN_2	
SRR5799551	ATAC-seq	75	939609900	PRJNA392905	SAMN07312015	308186248	Dendritic Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979018	GSM2692339	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692339	Spleen	SRP110978	C57BL/6	2017-07-03T11:32:00Z	1	DC.8pl.Sp_2	
SRR5799552	ATAC-seq	75	1830670950	PRJNA392905	SAMN07312014	598862449	Stromal Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979019	GSM2692340	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692340	Skin draining lymph node	SRP110978	C57BL/6	2017-07-03T11:38:00Z	1	BEC.SLN_2	
SRR5799553	ATAC-seq	75	1603037850	PRJNA392905	SAMN07312013	523276261	Dendritic Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979020	GSM2692341	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692341	Spleen	SRP110978	C57BL/6	2017-07-03T11:37:00Z	1	DC.pDC.Sp_2	
SRR5799554	ATAC-seq	75	949822950	PRJNA392905	SAMN07312012	315733775	gdT Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979021	GSM2692342	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692342	Spleen	SRP110978	C57BL/6	2017-07-03T11:40:00Z	1	Tgd.Sp_2	
SRR5799555	ATAC-seq	75	1616491800	PRJNA392905	SAMN07312011	529445504	CD8 Naive T Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979022	GSM2692343	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692343	Spleen	SRP110978	C57BL/6	2017-07-03T11:44:00Z	1	T.8.Nve.Sp_2	
SRR5799556	ATAC-seq	75	854336475	PRJNA392905	SAMN07312010	281321832	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979023	GSM2692344	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692344	Spleen	SRP110978	C57BL/6	2017-07-03T11:31:00Z	1	B.PB.Sp_2	Prdm1-gfp/+
SRR5799557	ATAC-seq	75	1387035525	PRJNA392905	SAMN07312009	458943384	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979024	GSM2692345	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692345	Spleen	SRP110978	C57BL/6	2017-07-03T11:35:00Z	1	B.PC.Sp_2	Prdm1-gfp/+
SRR5799558	ATAC-seq	75	923684850	PRJNA392905	SAMN07312008	303569150	CD4 Treg Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979025	GSM2692346	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692346	Spleen	SRP110978	C57BL/6	2017-07-03T11:46:00Z	1	Treg.4.25hi.Sp_1	
SRR5799559	ATAC-seq	75	828809400	PRJNA392905	SAMN07312007	272495343	CD4 Treg Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979026	GSM2692347	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692347	Spleen	SRP110978	C57BL/6	2017-07-03T11:41:00Z	1	Treg.4.25hi.Sp_2	
SRR5799560	ATAC-seq	75	829178925	PRJNA392905	SAMN07312006	271018413	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979027	GSM2692348	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692348	Spleen	SRP110978	C57BL/6	2017-07-03T11:35:00Z	1	B.Fem.Sp_1	
SRR5799561	ATAC-seq	75	1034301525	PRJNA392905	SAMN07312005	337108240	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2979028	GSM2692349	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692349	Spleen	SRP110978	C57BL/6	2017-07-03T11:35:00Z	1	B.Fem.Sp_2	
SRR8186433	ATAC-seq	82	1172067984	PRJNA392905	SAMN10416995	544885889	DP Thymocytes	GEO	public	sra,fastq,run.zq	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX5006269	GSM3467409	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2019-10-24T00:00:00Z	GSM3467409	Thymus	SRP110978	C57BL/6	2018-11-14T05:07:00Z	1	T.DP.Rorcgammatpl.GFP.Th_1	Rorc(gammat)+/GFP
