chr	start	end	repName	id	pid	cpm.c
chr2	132587462	132587539	ORR1E	chr2:132587462-132587539|ORR1E	chr2:132587196-132587835|peak_186760	7
chr2	132658315	132658573	ORR1D2	chr2:132658315-132658573|ORR1D2	chr2:132658218-132658858|peak_186785	3
chr2	132867630	132867915	ORR1D2	chr2:132867630-132867915|ORR1D2	chr2:132867554-132867939|peak_186815	1
chr2	135390583	135390938	ORR1E	chr2:135390583-135390938|ORR1E	chr2:135390466-135391004|peak_187129	1
chr2	135500947	135501271	ORR1E	chr2:135500947-135501271|ORR1E	chr2:135500931-135501206|peak_187139	1
chr2	135773050	135773371	ORR1E	chr2:135773050-135773371|ORR1E	chr2:135773058-135774172|peak_187203	4
chr2	135996204	135996393	ORR1E	chr2:135996204-135996393|ORR1E	chr2:135995818-135996646|peak_187263	3
chr2	136938875	136939223	ORR1D2	chr2:136938875-136939223|ORR1D2	chr2:136938874-136939428|peak_187347	5
chr2	137906424	137906736	ORR1E	chr2:137906424-137906736|ORR1E	chr2:137906582-137906859|peak_187499	8
chr2	138503800	138504151	ORR1E	chr2:138503800-138504151|ORR1E	chr2:138503824-138504081|peak_187580	8
chr2	138981862	138981927	ORR1E	chr2:138981862-138981927|ORR1E	chr2:138981797-138982054|peak_187595	8
chr2	139925175	139925363	ORR1E	chr2:139925175-139925363|ORR1E	chr2:139924840-139925419|peak_187665	3
chr2	140830334	140830490	ORR1E	chr2:140830334-140830490|ORR1E	chr2:140830239-140830738|peak_187779	3
chr2	144658805	144659101	ORR1E	chr2:144658805-144659101|ORR1E	chr2:144658567-144659550|peak_188225	5
chr2	146340969	146341333	ORR1D2	chr2:146340969-146341333|ORR1D2	chr2:146340859-146341358|peak_188567	3
chr2	146814915	146815213	ORR1E	chr2:146814915-146815213|ORR1E	chr2:146814851-146815481|peak_188636	1
chr2	147010109	147010465	ORR1D2	chr2:147010109-147010465|ORR1D2	chr2:147009729-147010782|peak_188663	4
chr2	147058338	147058692	ORR1E	chr2:147058338-147058692|ORR1E	chr2:147058287-147058853|peak_188675	7
chr2	147229766	147230104	ORR1D2	chr2:147229766-147230104|ORR1D2	chr2:147229625-147230169|peak_188691	1
chr2	148208173	148208519	ORR1E	chr2:148208173-148208519|ORR1E	chr2:148208248-148208511|peak_188799	5
chr2	148336685	148337054	ORR1E	chr2:148336685-148337054|ORR1E	chr2:148336648-148336905|peak_188821	8
chr2	148393209	148393330	ORR1E	chr2:148393209-148393330|ORR1E	chr2:148393005-148393624|peak_188839	6
chr2	148457895	148458054	ORR1E	chr2:148457895-148458054|ORR1E	chr2:148457716-148458251|peak_188866	5
chr2	148642431	148642777	ORR1E	chr2:148642431-148642777|ORR1E	chr2:148642376-148642935|peak_188923	8
chr2	148703723	148704086	ORR1D2	chr2:148703723-148704086|ORR1D2	chr2:148703677-148704178|peak_188937	3
chr2	148719397	148719622	ORR1E	chr2:148719397-148719622|ORR1E	chr2:148719136-148719775|peak_188942	4
chr2	150655412	150655748	ORR1E	chr2:150655412-150655748|ORR1E	chr2:150655166-150655848|peak_189072	6
chr2	150672083	150672242	ORR1E	chr2:150672083-150672242|ORR1E	chr2:150671856-150672447|peak_189080	6
chr2	152646613	152646947	ORR1D2	chr2:152646613-152646947|ORR1D2	chr2:152646439-152646998|peak_189381	5
chr2	153333930	153334277	ORR1D2	chr2:153333930-153334277|ORR1D2	chr2:153333856-153334428|peak_189597	1
chr2	154111167	154111389	ORR1D2	chr2:154111167-154111389|ORR1D2	chr2:154111094-154111581|peak_189760	6
chr2	154819373	154819599	ORR1E	chr2:154819373-154819599|ORR1E	chr2:154819226-154819798|peak_189901	6
chr2	154826315	154826414	ORR1E	chr2:154826315-154826414|ORR1E	chr2:154825885-154826603|peak_189905	3
chr2	156857090	156857467	ORR1E	chr2:156857090-156857467|ORR1E	chr2:156857176-156857889|peak_190289	2
chr2	157744632	157744988	ORR1E	chr2:157744632-157744988|ORR1E	chr2:157744495-157745111|peak_190484	3
chr2	158189521	158189837	ORR1E	chr2:158189521-158189837|ORR1E	chr2:158188904-158189926|peak_190584	6
chr2	158891487	158891783	ORR1D2	chr2:158891487-158891783|ORR1D2	chr2:158891226-158891785|peak_190743	2
chr2	160554807	160555112	ORR1D2	chr2:160554807-160555112|ORR1D2	chr2:160554727-160554991|peak_190926	6
chr2	160605255	160605424	ORR1E	chr2:160605255-160605424|ORR1E	chr2:160605243-160605508|peak_190942	5
chr2	161102225	161102534	ORR1E	chr2:161102225-161102534|ORR1E	chr2:161102016-161102652|peak_191053	1
chr2	161405815	161406119	ORR1E	chr2:161405815-161406119|ORR1E	chr2:161405686-161406265|peak_191080	5
chr2	163284019	163284070	ORR1E	chr2:163284019-163284070|ORR1E	chr2:163283755-163284346|peak_191226	8
chr2	164550799	164551133	ORR1D2	chr2:164550799-164551133|ORR1D2	chr2:164550817-164551476|peak_191547	4
chr2	164679963	164680331	ORR1E	chr2:164679963-164680331|ORR1E	chr2:164679010-164680421|peak_191563	6
chr2	165541030	165541292	ORR1E	chr2:165541030-165541292|ORR1E	chr2:165540292-165541432|peak_191764	4
chr2	165852547	165852918	ORR1E	chr2:165852547-165852918|ORR1E	chr2:165852367-165853711|peak_191831	6
chr2	166097566	166097723	ORR1E	chr2:166097566-166097723|ORR1E	chr2:166097365-166098118|peak_191928	4
chr2	166263460	166263798	ORR1D2	chr2:166263460-166263798|ORR1D2	chr2:166263519-166264077|peak_191983	2
chr2	166410970	166411350	ORR1E	chr2:166410970-166411350|ORR1E	chr2:166410963-166411506|peak_192023	2
chr2	166424145	166424313	ORR1E	chr2:166424145-166424313|ORR1E	chr2:166423747-166424475|peak_192027	3
chr2	166446615	166446781	ORR1E	chr2:166446615-166446781|ORR1E	chr2:166446397-166447795|peak_192037	6
chr2	166491907	166492208	ORR1E	chr2:166491907-166492208|ORR1E	chr2:166491733-166492636|peak_192054	4
chr2	166754314	166754643	ORR1E	chr2:166754314-166754643|ORR1E	chr2:166754077-166755248|peak_192165	4
chr2	168113614	168113917	ORR1D2	chr2:168113614-168113917|ORR1D2	chr2:168113629-168114146|peak_192599	1
chr2	168359181	168359482	ORR1E	chr2:168359181-168359482|ORR1E	chr2:168359149-168359729|peak_192656	1
chr2	168429576	168429925	ORR1D2	chr2:168429576-168429925|ORR1D2	chr2:168429477-168430091|peak_192669	2
chr2	168903032	168903325	ORR1D2	chr2:168903032-168903325|ORR1D2	chr2:168902546-168903327|peak_192791	4
chr2	168980827	168980967	ORR1E	chr2:168980827-168980967|ORR1E	chr2:168980666-168981462|peak_192805	6
chr2	168981063	168981348	ORR1E	chr2:168981063-168981348|ORR1E	chr2:168980666-168981462|peak_192805	6
chr2	168985893	168986155	ORR1E	chr2:168985893-168986155|ORR1E	chr2:168985863-168986398|peak_192806	5
chr2	169089118	169089410	ORR1E	chr2:169089118-169089410|ORR1E	chr2:169088851-169089603|peak_192820	1
chr2	169104071	169104404	ORR1D2	chr2:169104071-169104404|ORR1D2	chr2:169104016-169105312|peak_192824	6
chr2	169499263	169499632	ORR1E	chr2:169499263-169499632|ORR1E	chr2:169499201-169499736|peak_192866	5
chr2	169515272	169515591	ORR1E	chr2:169515272-169515591|ORR1E	chr2:169515211-169515961|peak_192867	2
chr2	169703818	169704168	ORR1D2	chr2:169703818-169704168|ORR1D2	chr2:169703729-169704281|peak_192918	3
chr2	169958777	169959123	ORR1E	chr2:169958777-169959123|ORR1E	chr2:169958642-169959297|peak_192968	3
chr2	170025035	170025276	ORR1D2	chr2:170025035-170025276|ORR1D2	chr2:170024649-170025379|peak_192983	3
chr2	170302926	170303262	ORR1E	chr2:170302926-170303262|ORR1E	chr2:170302754-170303339|peak_193083	2
chr2	170577470	170577876	ORR1D2	chr2:170577470-170577876|ORR1D2	chr2:170577341-170578004|peak_193151	1
chr2	171127221	171127502	ORR1D2	chr2:171127221-171127502|ORR1D2	chr2:171127273-171127540|peak_193186	3
chr2	171265930	171266238	ORR1E	chr2:171265930-171266238|ORR1E	chr2:171265822-171266357|peak_193193	5
chr2	172274688	172275004	ORR1D2	chr2:172274688-172275004|ORR1D2	chr2:172274570-172275073|peak_193254	3
chr2	172827636	172827742	ORR1E	chr2:172827636-172827742|ORR1E	chr2:172827182-172828181|peak_193369	8
chr2	172827801	172827933	ORR1E	chr2:172827801-172827933|ORR1E	chr2:172827182-172828181|peak_193369	8
chr2	172931326	172931417	ORR1E	chr2:172931326-172931417|ORR1E	chr2:172931207-172931464|peak_193392	8
chr2	172966550	172966879	ORR1E	chr2:172966550-172966879|ORR1E	chr2:172966376-172966979|peak_193405	2
chr2	173469827	173470154	ORR1D2	chr2:173469827-173470154|ORR1D2	chr2:173469613-173470291|peak_193574	3
chr2	174162883	174163228	ORR1D2	chr2:174162883-174163228|ORR1D2	chr2:174162942-174163501|peak_193679	6
chr2	174577189	174577491	ORR1E	chr2:174577189-174577491|ORR1E	chr2:174577121-174577644|peak_193753	2
chr2	178475330	178475660	ORR1D2	chr2:178475330-178475660|ORR1D2	chr2:178475207-178475766|peak_193900	6
chr2	178563248	178563602	ORR1D2	chr2:178563248-178563602|ORR1D2	chr2:178563166-178563810|peak_193923	2
chr2	178664886	178664984	ORR1E	chr2:178664886-178664984|ORR1E	chr2:178664768-178665473|peak_193951	1
chr2	178665059	178665253	ORR1E	chr2:178665059-178665253|ORR1E	chr2:178664768-178665473|peak_193951	1
chr2	178700832	178701159	ORR1D2	chr2:178700832-178701159|ORR1D2	chr2:178700730-178701284|peak_193963	1
chr2	178718209	178718453	ORR1E	chr2:178718209-178718453|ORR1E	chr2:178717964-178718705|peak_193969	3
chr2	178748191	178748494	ORR1E	chr2:178748191-178748494|ORR1E	chr2:178748084-178748601|peak_193973	8
chr2	178854091	178854440	ORR1D2	chr2:178854091-178854440|ORR1D2	chr2:178853937-178854526|peak_193986	6
chr3	6280641	6280902	ORR1E	chr3:6280641-6280902|ORR1E	chr3:6280617-6280894|peak_194630	8
chr3	8637215	8637442	ORR1E	chr3:8637215-8637442|ORR1E	chr3:8637152-8637659|peak_194761	8
chr3	8841335	8841654	ORR1E	chr3:8841335-8841654|ORR1E	chr3:8841051-8842062|peak_194804	8
chr3	8903921	8904206	ORR1E	chr3:8903921-8904206|ORR1E	chr3:8903837-8904114|peak_194818	8
chr3	8988951	8989256	ORR1E	chr3:8988951-8989256|ORR1E	chr3:8988613-8989340|peak_194845	2
chr3	9223723	9223796	ORR1E	chr3:9223723-9223796|ORR1E	chr3:9223463-9224058|peak_194896	7
chr3	9440970	9441204	ORR1E	chr3:9440970-9441204|ORR1E	chr3:9440836-9441354|peak_194929	3
chr3	9647059	9647382	ORR1D2	chr3:9647059-9647382|ORR1D2	chr3:9646903-9647494|peak_194992	5
chr3	9781633	9781953	ORR1D2	chr3:9781633-9781953|ORR1D2	chr3:9781728-9781993|peak_195032	6
chr3	9786768	9786994	ORR1E	chr3:9786768-9786994|ORR1E	chr3:9786492-9787176|peak_195034	4
chr3	9793788	9794100	ORR1E	chr3:9793788-9794100|ORR1E	chr3:9793565-9794158|peak_195038	6
chr3	9844661	9845017	ORR1E	chr3:9844661-9845017|ORR1E	chr3:9844045-9845596|peak_195056	2
chr3	9861283	9861594	ORR1E	chr3:9861283-9861594|ORR1E	chr3:9861166-9861810|peak_195060	6
chr3	9983350	9983519	ORR1E	chr3:9983350-9983519|ORR1E	chr3:9982787-9983714|peak_195099	4
chr3	10260919	10261178	ORR1E	chr3:10260919-10261178|ORR1E	chr3:10260827-10261437|peak_195179	1
chr3	13232041	13232257	ORR1E	chr3:13232041-13232257|ORR1E	chr3:13231848-13232335|peak_195274	8
chr3	18501086	18501163	ORR1D2	chr3:18501086-18501163|ORR1D2	chr3:18501020-18501291|peak_195579	6
chr3	19177881	19178182	ORR1E	chr3:19177881-19178182|ORR1E	chr3:19177893-19178156|peak_195626	4
chr3	19438102	19438270	ORR1E	chr3:19438102-19438270|ORR1E	chr3:19437924-19438423|peak_195700	8
chr3	19487812	19488063	ORR1E	chr3:19487812-19488063|ORR1E	chr3:19487680-19488215|peak_195712	5
chr3	20926379	20926510	ORR1E	chr3:20926379-20926510|ORR1E	chr3:20926195-20926694|peak_195891	1
chr3	22010678	22010840	ORR1E	chr3:22010678-22010840|ORR1E	chr3:22010501-22011092|peak_196099	6
chr3	22016927	22017240	ORR1E	chr3:22016927-22017240|ORR1E	chr3:22016845-22017404|peak_196100	2
chr3	22311191	22311534	ORR1E	chr3:22311191-22311534|ORR1E	chr3:22311231-22311730|peak_196175	3
chr3	22943350	22943684	ORR1E	chr3:22943350-22943684|ORR1E	chr3:22943464-22943721|peak_196193	8
chr3	27598503	27598769	ORR1E	chr3:27598503-27598769|ORR1E	chr3:27598329-27599358|peak_196469	6
chr3	27970073	27970401	ORR1E	chr3:27970073-27970401|ORR1E	chr3:27969512-27970463|peak_196562	3
chr3	28145956	28146310	ORR1E	chr3:28145956-28146310|ORR1E	chr3:28145813-28146418|peak_196603	6
chr3	28183102	28183383	ORR1D2	chr3:28183102-28183383|ORR1D2	chr3:28182946-28183567|peak_196610	1
chr3	28365603	28365960	ORR1D2	chr3:28365603-28365960|ORR1D2	chr3:28365664-28366290|peak_196644	6
chr3	29187620	29187940	ORR1E	chr3:29187620-29187940|ORR1E	chr3:29187507-29188066|peak_196744	6
chr3	29768755	29769096	ORR1E	chr3:29768755-29769096|ORR1E	chr3:29768811-29769068|peak_196769	8
chr3	30880762	30881105	ORR1E	chr3:30880762-30881105|ORR1E	chr3:30880788-30881045|peak_196942	8
chr3	31390060	31390298	ORR1D2	chr3:31390060-31390298|ORR1D2	chr3:31389848-31390459|peak_197040	5
chr3	32043001	32043274	ORR1E	chr3:32043001-32043274|ORR1E	chr3:32042933-32043476|peak_197069	6
chr3	32121828	32122138	ORR1E	chr3:32121828-32122138|ORR1E	chr3:32121737-32121992|peak_197074	1
chr3	32427656	32427947	ORR1E	chr3:32427656-32427947|ORR1E	chr3:32427558-32428381|peak_197106	5
chr3	32660871	32661002	ORR1E	chr3:32660871-32661002|ORR1E	chr3:32660082-32661331|peak_197141	3
chr3	33858935	33859120	ORR1D2	chr3:33858935-33859120|ORR1D2	chr3:33858856-33859407|peak_197193	1
chr3	33866435	33866774	ORR1E	chr3:33866435-33866774|ORR1E	chr3:33866304-33866803|peak_197194	1
chr3	37180187	37180420	ORR1E	chr3:37180187-37180420|ORR1E	chr3:37179896-37180496|peak_197540	3
chr3	37339999	37340324	ORR1E	chr3:37339999-37340324|ORR1E	chr3:37339818-37340421|peak_197587	6
chr3	37379145	37379441	ORR1E	chr3:37379145-37379441|ORR1E	chr3:37378997-37379653|peak_197596	8
chr3	37744114	37744326	ORR1E	chr3:37744114-37744326|ORR1E	chr3:37743952-37744607|peak_197683	6
chr3	38129210	38129445	ORR1E	chr3:38129210-38129445|ORR1E	chr3:38128324-38129351|peak_197784	6
chr3	38412056	38412421	ORR1D2	chr3:38412056-38412421|ORR1D2	chr3:38411970-38412543|peak_197850	4
chr3	38418605	38418947	ORR1E	chr3:38418605-38418947|ORR1E	chr3:38418482-38419037|peak_197853	4
chr3	38481115	38481390	ORR1E	chr3:38481115-38481390|ORR1E	chr3:38480998-38481553|peak_197863	4
chr3	38529971	38530271	ORR1D2	chr3:38529971-38530271|ORR1D2	chr3:38529904-38530450|peak_197875	5
chr3	38805479	38805788	ORR1E	chr3:38805479-38805788|ORR1E	chr3:38805255-38805925|peak_197918	3
chr3	39533858	39534114	ORR1E	chr3:39533858-39534114|ORR1E	chr3:39533850-39534107|peak_197972	8
chr3	41528562	41528901	ORR1D2	chr3:41528562-41528901|ORR1D2	chr3:41528424-41529057|peak_198246	5
chr3	49874207	49874539	ORR1E	chr3:49874207-49874539|ORR1E	chr3:49874066-49874659|peak_198470	8
chr3	50373337	50373679	ORR1E	chr3:50373337-50373679|ORR1E	chr3:50373436-50373713|peak_198529	8
chr3	50594420	50594747	ORR1E	chr3:50594420-50594747|ORR1E	chr3:50594344-50594918|peak_198579	5
chr3	50729143	50729490	ORR1D2	chr3:50729143-50729490|ORR1D2	chr3:50728751-50729696|peak_198602	6
chr3	50758145	50758473	ORR1E	chr3:50758145-50758473|ORR1E	chr3:50757982-50758514|peak_198608	3
chr3	50900880	50901152	ORR1E	chr3:50900880-50901152|ORR1E	chr3:50900749-50901256|peak_198627	8
chr3	51128855	51129142	ORR1D2	chr3:51128855-51129142|ORR1D2	chr3:51128674-51129285|peak_198663	3
chr3	51575550	51575835	ORR1E	chr3:51575550-51575835|ORR1E	chr3:51575329-51575888|peak_198777	7
chr3	51776094	51776443	ORR1E	chr3:51776094-51776443|ORR1E	chr3:51775977-51776644|peak_198835	7
chr3	51847347	51847568	ORR1D2	chr3:51847347-51847568|ORR1D2	chr3:51847174-51847789|peak_198855	1
chr3	52187342	52187622	ORR1E	chr3:52187342-52187622|ORR1E	chr3:52186855-52187996|peak_198943	1
chr3	52390367	52390726	ORR1E	chr3:52390367-52390726|ORR1E	chr3:52390230-52391635|peak_199004	2
chr3	52931869	52932231	ORR1E	chr3:52931869-52932231|ORR1E	chr3:52931873-52932426|peak_199164	5
chr3	54556084	54556435	ORR1E	chr3:54556084-54556435|ORR1E	chr3:54555855-54556412|peak_199356	3
chr3	54567649	54567739	ORR1E	chr3:54567649-54567739|ORR1E	chr3:54567170-54567860|peak_199363	5
chr3	58657489	58657802	ORR1D2	chr3:58657489-58657802|ORR1D2	chr3:58657231-58657869|peak_199823	2
chr3	58712191	58712450	ORR1E	chr3:58712191-58712450|ORR1E	chr3:58711967-58712526|peak_199837	7
chr3	59174561	59174692	ORR1D2	chr3:59174561-59174692|ORR1D2	chr3:59174340-59175741|peak_199925	2
chr3	60947501	60947843	ORR1E	chr3:60947501-60947843|ORR1E	chr3:60947376-60947889|peak_200227	3
chr3	63941303	63941652	ORR1E	chr3:63941303-63941652|ORR1E	chr3:63941115-63941972|peak_200485	4
chr3	66055741	66056085	ORR1E	chr3:66055741-66056085|ORR1E	chr3:66055563-66056129|peak_200722	6
chr3	66130057	66130199	ORR1E	chr3:66130057-66130199|ORR1E	chr3:66129583-66130396|peak_200737	1
chr3	66164424	66164721	ORR1E	chr3:66164424-66164721|ORR1E	chr3:66163898-66164854|peak_200738	1
chr3	66210126	66210361	ORR1E	chr3:66210126-66210361|ORR1E	chr3:66209958-66210771|peak_200746	8
chr3	66407203	66407531	ORR1E	chr3:66407203-66407531|ORR1E	chr3:66407121-66407455|peak_200765	1
chr3	66955211	66955531	ORR1E	chr3:66955211-66955531|ORR1E	chr3:66955074-66955633|peak_200810	8
chr3	68335418	68335754	ORR1E	chr3:68335418-68335754|ORR1E	chr3:68335520-68335777|peak_200932	8
chr3	68448535	68448809	ORR1E	chr3:68448535-68448809|ORR1E	chr3:68448376-68448935|peak_200941	8
chr3	68969212	68969484	ORR1E	chr3:68969212-68969484|ORR1E	chr3:68968971-68969623|peak_201082	3
chr3	68998657	68998829	ORR1D2	chr3:68998657-68998829|ORR1D2	chr3:68998428-68998940|peak_201088	1
chr3	69040158	69040479	ORR1D2	chr3:69040158-69040479|ORR1D2	chr3:69040099-69040592|peak_201099	4
chr3	69202948	69203296	ORR1E	chr3:69202948-69203296|ORR1E	chr3:69202922-69203232|peak_201150	1
chr3	69456176	69456458	ORR1E	chr3:69456176-69456458|ORR1E	chr3:69456031-69456552|peak_201210	1
chr3	69978129	69978332	ORR1E	chr3:69978129-69978332|ORR1E	chr3:69978019-69978610|peak_201315	6
chr3	75860186	75860440	ORR1E	chr3:75860186-75860440|ORR1E	chr3:75860038-75860557|peak_201513	8
chr3	76005602	76005937	ORR1D2	chr3:76005602-76005937|ORR1D2	chr3:76005381-76006147|peak_201544	4
chr3	79549352	79549529	ORR1E	chr3:79549352-79549529|ORR1E	chr3:79548908-79549623|peak_201832	1
chr3	79984577	79984902	ORR1E	chr3:79984577-79984902|ORR1E	chr3:79984416-79985053|peak_201937	7
chr3	81112496	81112866	ORR1D2	chr3:81112496-81112866|ORR1D2	chr3:81112561-81113406|peak_202027	2
chr3	81262804	81262983	ORR1E	chr3:81262804-81262983|ORR1E	chr3:81262702-81263300|peak_202050	6
chr3	81649360	81649781	ORR1D2	chr3:81649360-81649781|ORR1D2	chr3:81649258-81649796|peak_202082	1
chr3	82207263	82207612	ORR1D2	chr3:82207263-82207612|ORR1D2	chr3:82207183-82207789|peak_202166	3
chr3	83746307	83746558	ORR1D2	chr3:83746307-83746558|ORR1D2	chr3:83746186-83746707|peak_202300	1
chr3	84018327	84018682	ORR1E	chr3:84018327-84018682|ORR1E	chr3:84018329-84018592|peak_202378	2
chr3	84046407	84046509	ORR1E	chr3:84046407-84046509|ORR1E	chr3:84045873-84046793|peak_202386	4
chr3	84169463	84169563	ORR1E	chr3:84169463-84169563|ORR1E	chr3:84168852-84170105|peak_202428	2
chr3	84169831	84169936	ORR1E	chr3:84169831-84169936|ORR1E	chr3:84168852-84170105|peak_202428	2
chr3	84325046	84325356	ORR1E	chr3:84325046-84325356|ORR1E	chr3:84324319-84325508|peak_202465	6
chr3	84367238	84367508	ORR1E	chr3:84367238-84367508|ORR1E	chr3:84366566-84367679|peak_202477	3
chr3	84547247	84547564	ORR1D2	chr3:84547247-84547564|ORR1D2	chr3:84547060-84547708|peak_202522	4
chr3	84781826	84781995	ORR1D2	chr3:84781826-84781995|ORR1D2	chr3:84781581-84782167|peak_202604	1
chr3	84837954	84838301	ORR1D2	chr3:84837954-84838301|ORR1D2	chr3:84837904-84838466|peak_202623	5
chr3	84848963	84849118	ORR1E	chr3:84848963-84849118|ORR1E	chr3:84848690-84849325|peak_202627	3
chr3	84852879	84853244	ORR1E	chr3:84852879-84853244|ORR1E	chr3:84852761-84853411|peak_202629	6
chr3	85861007	85861362	ORR1D2	chr3:85861007-85861362|ORR1D2	chr3:85860720-85861347|peak_202771	1
chr3	86025431	86025621	ORR1D2	chr3:86025431-86025621|ORR1D2	chr3:86025416-86025679|peak_202798	6
chr3	86928018	86928389	ORR1D2	chr3:86928018-86928389|ORR1D2	chr3:86927961-86928520|peak_202958	5
chr3	87215149	87215510	ORR1D2	chr3:87215149-87215510|ORR1D2	chr3:87215075-87215693|peak_203018	4
chr3	87223647	87223978	ORR1E	chr3:87223647-87223978|ORR1E	chr3:87223497-87224088|peak_203020	6
chr3	87500311	87500647	ORR1E	chr3:87500311-87500647|ORR1E	chr3:87499980-87500621|peak_203078	2
chr3	89490718	89491051	ORR1D2	chr3:89490718-89491051|ORR1D2	chr3:89490843-89491106|peak_203538	2
chr3	93533244	93533539	ORR1E	chr3:93533244-93533539|ORR1E	chr3:93533074-93533633|peak_203976	8
chr3	93535287	93535411	ORR1E	chr3:93535287-93535411|ORR1E	chr3:93535238-93535487|peak_203977	1
chr3	96811288	96811581	ORR1E	chr3:96811288-96811581|ORR1E	chr3:96811162-96811733|peak_204551	5
chr3	98071202	98071521	ORR1D2	chr3:98071202-98071521|ORR1D2	chr3:98071169-98071668|peak_204808	1
chr3	98101014	98101308	ORR1E	chr3:98101014-98101308|ORR1E	chr3:98100992-98102008|peak_204821	1
chr3	99853489	99853802	ORR1D2	chr3:99853489-99853802|ORR1D2	chr3:99853392-99853911|peak_205001	6
chr3	100731887	100732139	ORR1D2	chr3:100731887-100732139|ORR1D2	chr3:100731767-100732326|peak_205138	5
chr3	100818600	100818940	ORR1D2	chr3:100818600-100818940|ORR1D2	chr3:100818540-100819241|peak_205159	3
chr3	101203407	101203509	ORR1E	chr3:101203407-101203509|ORR1E	chr3:101203247-101203806|peak_205256	2
chr3	101304223	101304574	ORR1E	chr3:101304223-101304574|ORR1E	chr3:101303989-101304678|peak_205294	3
chr3	101533793	101534023	ORR1E	chr3:101533793-101534023|ORR1E	chr3:101533671-101534170|peak_205361	8
chr3	101778970	101779227	ORR1D2	chr3:101778970-101779227|ORR1D2	chr3:101778803-101779815|peak_205426	6
chr3	101942322	101942650	ORR1E	chr3:101942322-101942650|ORR1E	chr3:101942233-101942793|peak_205472	6
chr3	103141201	103141462	ORR1E	chr3:103141201-103141462|ORR1E	chr3:103141169-103142099|peak_205629	6
chr3	103169785	103170047	ORR1D2	chr3:103169785-103170047|ORR1D2	chr3:103169684-103170286|peak_205637	3
chr3	103690625	103690843	ORR1E	chr3:103690625-103690843|ORR1E	chr3:103690394-103691003|peak_205743	2
chr3	104258408	104258768	ORR1D2	chr3:104258408-104258768|ORR1D2	chr3:104258316-104258924|peak_205881	3
chr3	104274214	104274459	ORR1E	chr3:104274214-104274459|ORR1E	chr3:104273983-104274547|peak_205883	7
chr3	104501755	104502039	ORR1E	chr3:104501755-104502039|ORR1E	chr3:104501503-104502242|peak_205927	2
chr3	104643746	104644078	ORR1E	chr3:104643746-104644078|ORR1E	chr3:104643631-104644481|peak_205962	3
chr3	104830312	104830569	ORR1D2	chr3:104830312-104830569|ORR1D2	chr3:104830132-104830645|peak_206005	3
chr3	105087421	105087743	ORR1E	chr3:105087421-105087743|ORR1E	chr3:105087260-105087853|peak_206061	8
chr3	105627320	105627684	ORR1E	chr3:105627320-105627684|ORR1E	chr3:105627124-105627732|peak_206126	3
chr3	105880445	105880603	ORR1E	chr3:105880445-105880603|ORR1E	chr3:105880231-105880757|peak_206218	7
chr3	108584770	108584862	ORR1E	chr3:108584770-108584862|ORR1E	chr3:108584517-108585102|peak_206765	2
chr3	109216381	109216693	ORR1E	chr3:109216381-109216693|ORR1E	chr3:109216267-109216861|peak_206938	6
chr3	109335555	109335861	ORR1E	chr3:109335555-109335861|ORR1E	chr3:109335349-109335975|peak_206969	6
chr3	109726910	109727277	ORR1E	chr3:109726910-109727277|ORR1E	chr3:109726851-109727108|peak_207069	8
chr3	109822864	109823209	ORR1E	chr3:109822864-109823209|ORR1E	chr3:109822743-109823359|peak_207082	1
chr3	115730496	115730556	ORR1E	chr3:115730496-115730556|ORR1E	chr3:115730304-115730797|peak_207276	2
chr3	115750307	115750630	ORR1D2	chr3:115750307-115750630|ORR1D2	chr3:115750052-115750873|peak_207284	4
chr3	116615642	116615971	ORR1E	chr3:116615642-116615971|ORR1E	chr3:116615537-116616153|peak_207542	6
chr3	121369605	121369966	ORR1D2	chr3:121369605-121369966|ORR1D2	chr3:121369276-121370136|peak_207934	2
chr3	122380204	122380578	ORR1E	chr3:122380204-122380578|ORR1E	chr3:122380091-122380651|peak_208230	7
chr3	122611800	122612159	ORR1E	chr3:122611800-122612159|ORR1E	chr3:122611649-122612256|peak_208305	5
chr3	123397390	123397715	ORR1E	chr3:123397390-123397715|ORR1E	chr3:123397516-123397793|peak_208462	8
chr3	124000822	124001165	ORR1D2	chr3:124000822-124001165|ORR1D2	chr3:124000966-124001223|peak_208515	6
chr3	124564250	124564507	ORR1D2	chr3:124564250-124564507|ORR1D2	chr3:124564050-124564557|peak_208540	6
chr3	124806946	124807280	ORR1D2	chr3:124806946-124807280|ORR1D2	chr3:124806848-124807376|peak_208548	1
chr3	125293725	125293953	ORR1E	chr3:125293725-125293953|ORR1E	chr3:125293529-125294030|peak_208573	1
chr3	126011414	126011682	ORR1D2	chr3:126011414-126011682|ORR1D2	chr3:126011318-126011565|peak_208613	1
chr3	126748343	126748695	ORR1D2	chr3:126748343-126748695|ORR1D2	chr3:126748185-126748740|peak_208725	4
chr3	127918066	127918403	ORR1D2	chr3:127918066-127918403|ORR1D2	chr3:127917794-127918728|peak_208952	5
chr3	127926879	127927228	ORR1E	chr3:127926879-127927228|ORR1E	chr3:127926624-127927155|peak_208956	3
chr3	129452601	129452955	ORR1D2	chr3:129452601-129452955|ORR1D2	chr3:129452641-129453230|peak_209088	3
chr3	129520657	129520759	ORR1E	chr3:129520657-129520759|ORR1E	chr3:129520380-129520991|peak_209104	4
