SRR/Download	Data	Label	Source
https://www.encodeproject.org/files/ENCFF525VAG/@@download/ENCFF525VAG.bed.gz	DNase-seq-peaks	layer_of_hippocampus_13	ENCODE
https://www.encodeproject.org/files/ENCFF692SUQ/@@download/ENCFF692SUQ.bed.gz	DNase-seq-peaks	layer_of_hippocampus_14	ENCODE
https://www.encodeproject.org/files/ENCFF510BWY/@@download/ENCFF510BWY.bed.gz	DNase-seq-peaks	layer_of_hippocampus_15	ENCODE
https://www.encodeproject.org/files/ENCFF600RAA/@@download/ENCFF600RAA.bed.gz	DNase-seq-peaks	left_cerebral_cortex_19	ENCODE
https://www.encodeproject.org/files/ENCFF122DJK/@@download/ENCFF122DJK.bed.gz	DNase-seq-peaks	heart_15	ENCODE
https://www.encodeproject.org/files/ENCFF947SPA/@@download/ENCFF947SPA.bed.gz	DNase-seq-peaks	adrenal_gland_11	ENCODE
https://www.encodeproject.org/files/ENCFF333JJF/@@download/ENCFF333JJF.bed.gz	DNase-seq-peaks	kidney_18	ENCODE
https://www.encodeproject.org/files/ENCFF569UIM/@@download/ENCFF569UIM.bed.gz	DNase-seq-peaks	layer_of_hippocampus_16	ENCODE
https://www.encodeproject.org/files/ENCFF290NTU/@@download/ENCFF290NTU.bed.gz	DNase-seq-peaks	heart_16	ENCODE
https://www.encodeproject.org/files/ENCFF031QJO/@@download/ENCFF031QJO.bed.gz	DNase-seq-peaks	adrenal_gland_12	ENCODE
https://www.encodeproject.org/files/ENCFF468RDJ/@@download/ENCFF468RDJ.bed.gz	DNase-seq-peaks	layer_of_hippocampus_17	ENCODE
https://www.encodeproject.org/files/ENCFF465PHI/@@download/ENCFF465PHI.bed.gz	DNase-seq-peaks	urinary_bladder_10	ENCODE
https://www.encodeproject.org/files/ENCFF346GDV/@@download/ENCFF346GDV.bed.gz	DNase-seq-peaks	right_cerebral_cortex_12	ENCODE
https://www.encodeproject.org/files/ENCFF315UOF/@@download/ENCFF315UOF.bed.gz	DNase-seq-peaks	thymus_11	ENCODE
https://www.encodeproject.org/files/ENCFF620PKB/@@download/ENCFF620PKB.bed.gz	DNase-seq-peaks	yolk_sac_1	ENCODE
https://www.encodeproject.org/files/ENCFF592UFP/@@download/ENCFF592UFP.bed.gz	DNase-seq-peaks	right_cerebral_cortex_13	ENCODE
https://www.encodeproject.org/files/ENCFF541TUJ/@@download/ENCFF541TUJ.bed.gz	DNase-seq-peaks	heart_17	ENCODE
https://www.encodeproject.org/files/ENCFF091OLN/@@download/ENCFF091OLN.bed.gz	DNase-seq-peaks	cerebellum_19	ENCODE
https://www.encodeproject.org/files/ENCFF776XAF/@@download/ENCFF776XAF.bed.gz	DNase-seq-peaks	adrenal_gland_13	ENCODE
https://www.encodeproject.org/files/ENCFF813CNE/@@download/ENCFF813CNE.bed.gz	DNase-seq-peaks	adrenal_gland_14	ENCODE
https://www.encodeproject.org/files/ENCFF761RBV/@@download/ENCFF761RBV.bed.gz	DNase-seq-peaks	kidney_19	ENCODE
https://www.encodeproject.org/files/ENCFF244MNR/@@download/ENCFF244MNR.bed.gz	DNase-seq-peaks	adrenal_gland_15	ENCODE
https://www.encodeproject.org/files/ENCFF173WFA/@@download/ENCFF173WFA.bed.gz	DNase-seq-peaks	adrenal_gland_16	ENCODE
https://www.encodeproject.org/files/ENCFF809FLI/@@download/ENCFF809FLI.bed.gz	DNase-seq-peaks	adrenal_gland_17	ENCODE
https://www.encodeproject.org/files/ENCFF441YOR/@@download/ENCFF441YOR.bed.gz	DNase-seq-peaks	thymus_12	ENCODE
https://www.encodeproject.org/files/ENCFF700BAG/@@download/ENCFF700BAG.bed.gz	DNase-seq-peaks	spleen_10	ENCODE
https://www.encodeproject.org/files/ENCFF178TWV/@@download/ENCFF178TWV.bed.gz	DNase-seq-peaks	kidney_20	ENCODE
https://www.encodeproject.org/files/ENCFF968PVC/@@download/ENCFF968PVC.bed.gz	DNase-seq-peaks	heart_18	ENCODE
https://www.encodeproject.org/files/ENCFF220UEZ/@@download/ENCFF220UEZ.bed.gz	DNase-seq-peaks	spleen_11	ENCODE
https://www.encodeproject.org/files/ENCFF979ULB/@@download/ENCFF979ULB.bed.gz	DNase-seq-peaks	thymus_13	ENCODE
https://www.encodeproject.org/files/ENCFF909UVV/@@download/ENCFF909UVV.bed.gz	DNase-seq-peaks	gastrocnemius_15	ENCODE
https://www.encodeproject.org/files/ENCFF260VYP/@@download/ENCFF260VYP.bed.gz	DNase-seq-peaks	lung_13	ENCODE
https://www.encodeproject.org/files/ENCFF720TYG/@@download/ENCFF720TYG.bed.gz	DNase-seq-peaks	cerebellum_20	ENCODE
https://www.encodeproject.org/files/ENCFF688UXH/@@download/ENCFF688UXH.bed.gz	DNase-seq-peaks	adrenal_gland_18	ENCODE
https://www.encodeproject.org/files/ENCFF359YEN/@@download/ENCFF359YEN.bed.gz	DNase-seq-peaks	embryo_1	ENCODE
https://www.encodeproject.org/files/ENCFF486ARJ/@@download/ENCFF486ARJ.bed.gz	DNase-seq-peaks	thymus_14	ENCODE
https://www.encodeproject.org/files/ENCFF470FLX/@@download/ENCFF470FLX.bed.gz	DNase-seq-peaks	retina_1	ENCODE
https://www.encodeproject.org/files/ENCFF392FML/@@download/ENCFF392FML.bed.gz	DNase-seq-peaks	embryo_2	ENCODE
https://www.encodeproject.org/files/ENCFF175XPN/@@download/ENCFF175XPN.bed.gz	DNase-seq-peaks	embryo_3	ENCODE
https://www.encodeproject.org/files/ENCFF415JYM/@@download/ENCFF415JYM.bed.gz	DNase-seq-peaks	embryo_4	ENCODE
https://www.encodeproject.org/files/ENCFF055RDC/@@download/ENCFF055RDC.bed.gz	DNase-seq-peaks	heart_19	ENCODE
https://www.encodeproject.org/files/ENCFF294QXE/@@download/ENCFF294QXE.bed.gz	DNase-seq-peaks	midbrain_1	ENCODE
https://www.encodeproject.org/files/ENCFF748OYA/@@download/ENCFF748OYA.bed.gz	DNase-seq-peaks	limb_1	ENCODE
https://www.encodeproject.org/files/ENCFF882UWD/@@download/ENCFF882UWD.bed.gz	DNase-seq-peaks	lung_14	ENCODE
https://www.encodeproject.org/files/ENCFF846XYQ/@@download/ENCFF846XYQ.bed.gz	DNase-seq-peaks	heart_20	ENCODE
https://www.encodeproject.org/files/ENCFF175IJC/@@download/ENCFF175IJC.bed.gz	DNase-seq-peaks	embryonic_facial_prominence_1	ENCODE
https://www.encodeproject.org/files/ENCFF940OIK/@@download/ENCFF940OIK.bed.gz	DNase-seq-peaks	hindbrain_1	ENCODE
https://www.encodeproject.org/files/ENCFF204GOK/@@download/ENCFF204GOK.bed.gz	DNase-seq-peaks	liver_1	ENCODE
https://www.encodeproject.org/files/ENCFF880QXI/@@download/ENCFF880QXI.bed.gz	DNase-seq-peaks	intestine_1	ENCODE
https://www.encodeproject.org/files/ENCFF710EDK/@@download/ENCFF710EDK.bed.gz	DNase-seq-peaks	forebrain_1	ENCODE
https://www.encodeproject.org/files/ENCFF317TZQ/@@download/ENCFF317TZQ.bed.gz	DNase-seq-peaks	forebrain_2	ENCODE
https://www.encodeproject.org/files/ENCFF459KBR/@@download/ENCFF459KBR.bed.gz	DNase-seq-peaks	lung_15	ENCODE
https://www.encodeproject.org/files/ENCFF954CFC/@@download/ENCFF954CFC.bed.gz	DNase-seq-peaks	hindbrain_2	ENCODE
https://www.encodeproject.org/files/ENCFF900WGQ/@@download/ENCFF900WGQ.bed.gz	DNase-seq-peaks	midbrain_2	ENCODE
https://www.encodeproject.org/files/ENCFF123TXA/@@download/ENCFF123TXA.bed.gz	DNase-seq-peaks	midbrain_3	ENCODE
https://www.encodeproject.org/files/ENCFF220GXC/@@download/ENCFF220GXC.bed.gz	DNase-seq-peaks	stomach_1	ENCODE
https://www.encodeproject.org/files/ENCFF424FMN/@@download/ENCFF424FMN.bed.gz	DNase-seq-peaks	hindbrain_3	ENCODE
https://www.encodeproject.org/files/ENCFF869EXL/@@download/ENCFF869EXL.bed.gz	DNase-seq-peaks	forebrain_3	ENCODE
https://www.encodeproject.org/files/ENCFF848XVZ/@@download/ENCFF848XVZ.bed.gz	DNase-seq-peaks	midbrain_4	ENCODE
https://www.encodeproject.org/files/ENCFF245QOH/@@download/ENCFF245QOH.bed.gz	DNase-seq-peaks	embryonic_facial_prominence_2	ENCODE
https://www.encodeproject.org/files/ENCFF571DGE/@@download/ENCFF571DGE.bed.gz	DNase-seq-peaks	liver_2	ENCODE
https://www.encodeproject.org/files/ENCFF964JIT/@@download/ENCFF964JIT.bed.gz	DNase-seq-peaks	hindbrain_4	ENCODE
https://www.encodeproject.org/files/ENCFF008TLV/@@download/ENCFF008TLV.bed.gz	DNase-seq-peaks	limb_2	ENCODE
https://www.encodeproject.org/files/ENCFF565NIN/@@download/ENCFF565NIN.bed.gz	DNase-seq-peaks	neural_tube_1	ENCODE
https://www.encodeproject.org/files/ENCFF033RHX/@@download/ENCFF033RHX.bed.gz	DNase-seq-peaks	limb_3	ENCODE
https://www.encodeproject.org/files/ENCFF728GVV/@@download/ENCFF728GVV.bed.gz	DNase-seq-peaks	neural_tube_2	ENCODE
https://www.encodeproject.org/files/ENCFF890GCF/@@download/ENCFF890GCF.bed.gz	DNase-seq-peaks	kidney_21	ENCODE
https://www.encodeproject.org/files/ENCFF287TMO/@@download/ENCFF287TMO.bed.gz	DNase-seq-peaks	forebrain_4	ENCODE
https://www.encodeproject.org/files/ENCFF771TEQ/@@download/ENCFF771TEQ.bed.gz	DNase-seq-peaks	embryonic_facial_prominence_3	ENCODE
SRR14305003	ATAC-seq	liver_e16.5_1	ENCODE
SRR14305004	ATAC-seq	liver_e16.5_2	ENCODE
SRR14305013	ATAC-seq	midbrain_e15.5_1	ENCODE
SRR14305014	ATAC-seq	midbrain_e15.5_2	ENCODE
SRR14305067	ATAC-seq	kidney_e14.5_1	ENCODE
SRR14305068	ATAC-seq	embryonic_facial_prominence_e15.5_1	ENCODE
SRR14305083	ATAC-seq	hindbrain_e11.5_1	ENCODE
SRR14305084	ATAC-seq	hindbrain_e11.5_2	ENCODE
SRR14305099	ATAC-seq	forebrain_e11.5_1	ENCODE
SRR14305100	ATAC-seq	forebrain_e11.5_2	ENCODE
SRR14305138	ATAC-seq	neural_tube_e11.5_1	ENCODE
SRR14305139	ATAC-seq	neural_tube_e11.5_2	ENCODE
SRR14305165	ATAC-seq	kidney_e15.5_1	ENCODE
SRR14305166	ATAC-seq	kidney_e15.5_2	ENCODE
SRR14305187	ATAC-seq	embryonic_facial_prominence_e12.5_1	ENCODE
SRR14305188	ATAC-seq	embryonic_facial_prominence_e12.5_2	ENCODE
SRR14305190	ATAC-seq	liver_e11.5_1	ENCODE
SRR14305191	ATAC-seq	liver_e11.5_2	ENCODE
SRR14305195	ATAC-seq	liver_e14.5_1	ENCODE
SRR14305277	ATAC-seq	hindbrain_e14.5_1	ENCODE
SRR14305278	ATAC-seq	hindbrain_e14.5_2	ENCODE
SRR14305280	ATAC-seq	liver_e12.5_1	ENCODE
SRR14305281	ATAC-seq	liver_e12.5_2	ENCODE
SRR14305297	ATAC-seq	forebrain_e12.5_1	ENCODE
SRR14305298	ATAC-seq	forebrain_e12.5_2	ENCODE
SRR14305348	ATAC-seq	hindbrain_p0_1	ENCODE
SRR14305365	ATAC-seq	neural_tube_e15.5_1	ENCODE
SRR14305366	ATAC-seq	neural_tube_e15.5_2	ENCODE
SRR14305382	ATAC-seq	lung_e14.5_1	ENCODE
SRR14305383	ATAC-seq	lung_e14.5_2	ENCODE
SRR14305392	ATAC-seq	stomach_p0_1	ENCODE
SRR14305393	ATAC-seq	stomach_p0_2	ENCODE
SRR14305396	ATAC-seq	heart_e16.5_1	ENCODE
SRR14305397	ATAC-seq	heart_e16.5_2	ENCODE
SRR14305408	ATAC-seq	forebrain_e16.5_1	ENCODE
SRR14305409	ATAC-seq	forebrain_e16.5_2	ENCODE
SRR14305420	ATAC-seq	heart_e11.5_1	ENCODE
SRR14305421	ATAC-seq	heart_e11.5_2	ENCODE
SRR14305461	ATAC-seq	lung_e15.5_1	ENCODE
SRR14305462	ATAC-seq	lung_e15.5_2	ENCODE
SRR14305463	ATAC-seq	stomach_e14.5_1	ENCODE
SRR14305464	ATAC-seq	stomach_e14.5_2	ENCODE
SRR14305471	ATAC-seq	forebrain_e14.5_1	ENCODE
SRR14305484	ATAC-seq	midbrain_e13.5_1	ENCODE
SRR14305485	ATAC-seq	midbrain_e13.5_2	ENCODE
SRR14305767	ATAC-seq	hindbrain_e16.5_1	ENCODE
SRR14305768	ATAC-seq	hindbrain_e16.5_2	ENCODE
SRR14305811	ATAC-seq	embryonic_facial_prominence_e14.5_1	ENCODE
SRR14305812	ATAC-seq	embryonic_facial_prominence_e14.5_2	ENCODE
SRR14305813	ATAC-seq	intestine_e14.5_1	ENCODE
SRR14305855	ATAC-seq	midbrain_e12.5_1	ENCODE
SRR14305873	ATAC-seq	limb_e11.5_1	ENCODE
SRR14305953	ATAC-seq	hindbrain_e15.5_1	ENCODE
SRR14305954	ATAC-seq	hindbrain_e15.5_2	ENCODE
SRR14305973	ATAC-seq	kidney_p0_1	ENCODE
SRR14305974	ATAC-seq	kidney_p0_2	ENCODE
SRR14306066	ATAC-seq	intestine_e15.5_1	ENCODE
SRR14306067	ATAC-seq	intestine_e15.5_2	ENCODE
SRR14306068	ATAC-seq	neural_tube_e12.5_1	ENCODE
SRR14306069	ATAC-seq	neural_tube_e12.5_2	ENCODE
SRR14306116	ATAC-seq	heart_p0_1	ENCODE
SRR14306145	ATAC-seq	forebrain_e15.5_1	ENCODE
SRR14306146	ATAC-seq	forebrain_e15.5_2	ENCODE
SRR14306149	ATAC-seq	limb_e14.5_1	ENCODE
SRR14306150	ATAC-seq	limb_e14.5_2	ENCODE
SRR14305047	ATAC-seq	stomach_e15.5_1	ENCODE
SRR14305048	ATAC-seq	stomach_e15.5_2	ENCODE
SRR14305066	ATAC-seq	kidney_e14.5_2	ENCODE
SRR14305069	ATAC-seq	embryonic_facial_prominence_e15.5_2	ENCODE
SRR14305194	ATAC-seq	liver_e14.5_2	ENCODE
SRR14305249	ATAC-seq	limb_e12.5_1	ENCODE
SRR14305250	ATAC-seq	limb_e12.5_2	ENCODE
SRR14305262	ATAC-seq	heart_e13.5_1	ENCODE
SRR14305263	ATAC-seq	heart_e13.5_2	ENCODE
SRR14305264	ATAC-seq	heart_e14.5_1	ENCODE
SRR14305265	ATAC-seq	heart_e14.5_2	ENCODE
SRR14305323	ATAC-seq	forebrain_p0_1	ENCODE
SRR14305324	ATAC-seq	forebrain_p0_2	ENCODE
SRR14305341	ATAC-seq	intestine_p0_1	ENCODE
SRR14305342	ATAC-seq	intestine_p0_2	ENCODE
SRR14305347	ATAC-seq	hindbrain_p0_2	ENCODE
SRR14305430	ATAC-seq	midbrain_p0_1	ENCODE
SRR14305431	ATAC-seq	midbrain_p0_2	ENCODE
SRR14305470	ATAC-seq	forebrain_e14.5_2	ENCODE
SRR14305511	ATAC-seq	hindbrain_e12.5_1	ENCODE
SRR14305512	ATAC-seq	hindbrain_e12.5_2	ENCODE
SRR14305654	ATAC-seq	heart_e15.5_1	ENCODE
SRR14305655	ATAC-seq	heart_e15.5_2	ENCODE
SRR14305703	ATAC-seq	midbrain_e16.5_1	ENCODE
SRR14305704	ATAC-seq	midbrain_e16.5_2	ENCODE
SRR14305708	ATAC-seq	liver_e13.5_1	ENCODE
SRR14305709	ATAC-seq	liver_e13.5_2	ENCODE
SRR14305714	ATAC-seq	lung_p0_1	ENCODE
SRR14305715	ATAC-seq	lung_p0_2	ENCODE
SRR14305716	ATAC-seq	liver_p0_1	ENCODE
SRR14305717	ATAC-seq	liver_p0_2	ENCODE
SRR14305783	ATAC-seq	embryonic_facial_prominence_e13.5_1	ENCODE
SRR14305784	ATAC-seq	embryonic_facial_prominence_e13.5_2	ENCODE
SRR14305785	ATAC-seq	lung_e16.5_1	ENCODE
SRR14305786	ATAC-seq	lung_e16.5_2	ENCODE
SRR14305796	ATAC-seq	stomach_e16.5_1	ENCODE
SRR14305797	ATAC-seq	stomach_e16.5_2	ENCODE
SRR14305814	ATAC-seq	intestine_e14.5_2	ENCODE
SRR14305823	ATAC-seq	embryonic_facial_prominence_e11.5_1	ENCODE
SRR14305824	ATAC-seq	embryonic_facial_prominence_e11.5_2	ENCODE
SRR14305856	ATAC-seq	midbrain_e12.5_2	ENCODE
SRR14305866	ATAC-seq	limb_e13.5_1	ENCODE
SRR14305867	ATAC-seq	limb_e13.5_2	ENCODE
SRR14305872	ATAC-seq	limb_e11.5_2	ENCODE
SRR14305885	ATAC-seq	forebrain_e13.5_1	ENCODE
SRR14305886	ATAC-seq	forebrain_e13.5_2	ENCODE
SRR14305887	ATAC-seq	heart_e12.5_1	ENCODE
SRR14305888	ATAC-seq	heart_e12.5_2	ENCODE
SRR14305928	ATAC-seq	midbrain_e11.5_1	ENCODE
SRR14305929	ATAC-seq	midbrain_e11.5_2	ENCODE
SRR14305943	ATAC-seq	midbrain_e14.5_1	ENCODE
SRR14305944	ATAC-seq	midbrain_e14.5_2	ENCODE
SRR14305945	ATAC-seq	hindbrain_e13.5_1	ENCODE
SRR14305946	ATAC-seq	hindbrain_e13.5_2	ENCODE
SRR14306037	ATAC-seq	limb_e15.5_1	ENCODE
SRR14306038	ATAC-seq	limb_e15.5_2	ENCODE
SRR14306095	ATAC-seq	neural_tube_e13.5_1	ENCODE
SRR14306096	ATAC-seq	neural_tube_e13.5_2	ENCODE
SRR14306099	ATAC-seq	neural_tube_e14.5_1	ENCODE
SRR14306100	ATAC-seq	neural_tube_e14.5_2	ENCODE
SRR14306111	ATAC-seq	intestine_e16.5_1	ENCODE
SRR14306112	ATAC-seq	intestine_e16.5_2	ENCODE
SRR14306115	ATAC-seq	heart_p0_2	ENCODE
SRR14306155	ATAC-seq	kidney_e16.5_1	ENCODE
SRR14306156	ATAC-seq	kidney_e16.5_2	ENCODE
SRR14306176	ATAC-seq	liver_e15.5_1	ENCODE
SRR14306177	ATAC-seq	liver_e15.5_2	ENCODE
SRR3883424	ChIP-seq	PU.1	https://pmc.ncbi.nlm.nih.gov/articles/PMC5468644/
SRR499700	ChIP-seq	Pax5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3400013/
SRR499701	ChIP-seq	Pax5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3400013/
SRR499702	ChIP-seq	Pax5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3400013/
SRR499703	ChIP-seq	Pax5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3400013/
SRR499704	ChIP-seq	Pax5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3400013/
SRR499705	ChIP-seq	Pax5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3400013/
SRR499706	ChIP-seq	Pax5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3400013/
SRR13700681	ChIP-seq	Runx1	https://www.nature.com/articles/s41590-021-01086-x
SRR13700682	ChIP-seq	Runx1	https://www.nature.com/articles/s41590-021-01086-x
SRR571615	ChIP-seq	RORg	https://pmc.ncbi.nlm.nih.gov/articles/PMC3503487/
SRR571616	ChIP-seq	RORg	https://pmc.ncbi.nlm.nih.gov/articles/PMC3503487/
SRR1202043	ChIP-seq	PU.1	https://genesdev.cshlp.org/content/29/4/394
SRR6278334	ChIP-seq	IRF8	https://academic.oup.com/nar/article/48/2/589/5651321
SRR6278335	ChIP-seq	IRF8	https://academic.oup.com/nar/article/48/2/589/5651321
SRR6847154	ChIP-seq	K27ac	Kaech
SRR6847155	ChIP-seq	K27ac	Kaech
SRR13422702	ChIP-seq	K27ac	https://pmc.ncbi.nlm.nih.gov/articles/PMC8494933/
SRR13422704	ChIP-seq	K27ac	https://pmc.ncbi.nlm.nih.gov/articles/PMC8494933/
SRR13422705	ChIP-seq	K27ac	https://pmc.ncbi.nlm.nih.gov/articles/PMC8494933/
SRR13422706	ChIP-seq	K27ac	https://pmc.ncbi.nlm.nih.gov/articles/PMC8494933/
SRR13422707	ChIP-seq	K27ac	https://pmc.ncbi.nlm.nih.gov/articles/PMC8494933/
SRR13422708	ChIP-seq	K27ac	https://pmc.ncbi.nlm.nih.gov/articles/PMC8494933/
